Dist Code,Year,State Code,State Name,Dist Name,NITROGEN KHARIF CONSUMPTION (tons),NITROGEN RABI CONSUMPTION (tons),PHOSPHATE KHARIF CONSUMPTION (tons),PHOSPHATE RABI CONSUMPTION (tons),POTASH KHARIF CONSUMPTION (tons),POTASH RABI CONSUMPTION (tons),TOTAL KHARIF CONSUMPTION (tons),TOTAL RABI CONSUMPTION (tons)
230,2016,12,Uttar Pradesh,Kheri,44297.0,4120.0,53646.0,3981.0,15020.0,63437.0,23137.0,80764.0
230,2017,12,Uttar Pradesh,Kheri,18422.0,1922.0,27376.0,2270.0,5173.0,25517.0,10391.0,40037.0
231,2016,12,Uttar Pradesh,Faizabad,14097.0,1312.0,19245.0,1428.0,4782.0,20191.0,8300.0,28973.0
231,2017,12,Uttar Pradesh,Faizabad,11821.0,293.0,19876.0,2276.0,2701.0,14815.0,9822.0,31974.0
232,2016,12,Uttar Pradesh,Gonda,24946.0,2320.0,28510.0,2116.0,8459.0,35725.0,12296.0,42922.0
232,2017,12,Uttar Pradesh,Gonda,16320.0,1571.0,26504.0,2380.0,4209.0,22100.0,11655.0,40539.0
233,2016,12,Uttar Pradesh,Bahraich,26475.0,2463.0,29571.0,2194.0,8977.0,37915.0,12753.0,44518.0
233,2017,12,Uttar Pradesh,Bahraich,39595.0,6769.0,27366.0,4798.0,10307.0,56671.0,14126.0,46290.0
234,2016,12,Uttar Pradesh,Sultanpur,17004.0,1582.0,14709.0,1091.0,5766.0,24352.0,6344.0,22144.0
234,2017,12,Uttar Pradesh,Sultanpur,15827.0,652.0,18272.0,729.0,3652.0,20131.0,8684.0,27685.0
235,2016,12,Uttar Pradesh,Pratapgarh,14978.0,1393.0,17916.0,1329.0,5079.0,21450.0,7727.0,26972.0
235,2017,12,Uttar Pradesh,Pratapgarh,7434.0,2271.0,21558.0,1939.0,2470.0,12175.0,9396.0,32893.0
236,2016,12,Uttar Pradesh,Barabanki,21664.0,2016.0,29692.0,2203.0,7351.0,31031.0,12806.0,44701.0
236,2017,12,Uttar Pradesh,Barabanki,25819.0,1046.0,31709.0,1887.0,5810.0,32675.0,11659.0,45255.0
237,2016,16,Uttarakhand,Nainital,4706.0,172.0,4931.0,421.0,446.0,5324.0,1121.0,6473.0
237,2017,16,Uttarakhand,Nainital,5379.0,124.0,3911.0,453.0,349.0,5852.0,1025.0,5389.0
238,2016,16,Uttarakhand,Almorah,102.0,5.0,105.0,11.0,15.0,122.0,40.0,156.0
238,2017,16,Uttarakhand,Almorah,78.0,4.0,122.0,11.0,12.0,94.0,23.0,156.0
239,2016,16,Uttarakhand,Pithorgarh,149.0,4.0,164.0,6.0,28.0,181.0,26.0,196.0
239,2017,16,Uttarakhand,Pithorgarh,124.0,4.0,63.0,8.0,24.0,152.0,28.0,99.0
240,2016,16,Uttarakhand,Chamoli,69.0,0.0,47.0,2.0,28.0,97.0,47.0,96.0
240,2017,16,Uttarakhand,Chamoli,56.0,2.0,30.0,0.0,20.0,78.0,25.0,55.0
241,2016,16,Uttarakhand,Uttar Kashi,59.0,2.0,53.0,8.0,20.0,81.0,71.0,132.0
241,2017,16,Uttarakhand,Uttar Kashi,50.0,2.0,87.0,31.0,27.0,79.0,121.0,239.0
242,2016,16,Uttarakhand,Tehri Garhwal,30.0,0.0,60.0,0.0,4.0,34.0,31.0,91.0
242,2017,16,Uttarakhand,Tehri Garhwal,45.0,1.0,30.0,2420.3503341276896,15.0,61.0,17.0,47.0
243,2016,16,Uttarakhand,Garhwal,150.0,2.0,211.0,0.0,42.0,194.0,72.0,283.0
243,2017,16,Uttarakhand,Garhwal,142.0,1.0,232.0,4.0,32.0,175.0,71.0,307.0
244,2016,16,Uttarakhand,Dehradun,1636.0,57.0,1924.0,65.0,213.0,1906.0,647.0,2636.0
244,2017,16,Uttarakhand,Dehradun,1520.0,25.0,1799.0,73.0,253.0,1798.0,634.0,2506.0
501,2016,14,Chhattisgarh,Rajnandgaon,20347.0,3662.0,7284.0,1973.0,12611.0,36620.0,4724.0,13981.0
501,2017,14,Chhattisgarh,Rajnandgaon,23092.0,3968.0,2910.0,434.0,12364.0,39424.0,2482.0,5826.0
502,2016,6,Madhya Pradesh,Bhopal,4478.0,398.0,20855.0,409.0,3069.0,7945.0,6132.0,27396.0
502,2017,6,Madhya Pradesh,Bhopal,5810.0,302.0,17072.0,330.0,4444.0,10556.0,6416.0,23818.0
503,2016,1,Andhra Pradesh,Vizianagaram,22888.0,5736.0,9920.0,2664.0,8154.0,36778.0,2825.0,15409.0
503,2017,1,Andhra Pradesh,Vizianagaram,20625.0,6042.0,13835.0,3070.0,8579.0,35246.0,2989.0,19894.0
504,2016,1,Andhra Pradesh,Prakasam,21717.0,2522.0,41336.0,8990.0,12133.0,36372.0,22714.0,73040.0
504,2017,1,Andhra Pradesh,Prakasam,19068.0,2087.0,41238.0,6862.0,11286.0,32441.0,20978.0,69078.0
506,2016,11,Tamil Nadu,Dharmapuri,4299.0,1353.0,4984.0,1709.0,2573.0,8225.0,2454.0,9147.0
506,2017,11,Tamil Nadu,Dharmapuri,5091.0,1788.0,8115.0,2516.0,2699.0,9578.0,4857.0,15488.0
507,2016,11,Tamil Nadu,Periyar(Erode),12103.0,4919.0,11546.0,4190.0,5856.0,22878.0,4772.0,20508.0
507,2017,11,Tamil Nadu,Periyar(Erode),7549.0,4895.0,16179.0,4894.0,2958.0,15402.0,5876.0,26949.0
508,2016,11,Tamil Nadu,Pudukkottai,5435.0,1656.0,11961.0,5238.0,1856.0,8947.0,6109.0,23308.0
508,2017,11,Tamil Nadu,Pudukkottai,4434.0,1870.0,4179.0,4351.0,1199.0,7503.0,3186.0,11716.0
509,2016,11,Tamil Nadu,Dindigul Anna,5078.0,2313.0,6417.0,2321.0,3537.0,10928.0,3972.0,12710.0
509,2017,11,Tamil Nadu,Dindigul Anna,3219.0,1906.0,10081.0,3186.0,2039.0,7164.0,4700.0,17967.0
510,2016,11,Tamil Nadu,Virudhunagar Kamarajar,2696.0,485.0,4239.0,1235.0,2018.0,5199.0,1613.0,7087.0
510,2017,11,Tamil Nadu,Virudhunagar Kamarajar,2219.0,546.0,4603.0,1197.0,1415.0,4180.0,1257.0,7057.0
512,2016,11,Tamil Nadu,Sivagangai Pasumpon,1986.0,344.0,3033.0,823.0,856.0,3186.0,1030.0,4886.0
512,2017,11,Tamil Nadu,Sivagangai Pasumpon,1684.0,271.0,20874.0,722.0,751.0,2706.0,1072.0,22668.0
513,2016,11,Tamil Nadu,Chidambanar Toothukudi,4127.0,372.0,4128.0,616.0,3797.0,8296.0,2438.0,7182.0
513,2017,11,Tamil Nadu,Chidambanar Toothukudi,2106.0,325.0,6583.0,1813.0,2190.0,4621.0,2504.0,10900.0
514,2016,7,Maharashtra,Jalna,36601.0,9743.0,28845.0,8097.0,21608.0,67952.0,17872.0,54814.0
514,2017,7,Maharashtra,Jalna,38436.0,12228.0,16818.0,7013.0,23398.0,74062.0,12589.0,36420.0
515,2016,7,Maharashtra,Latur,12235.0,2318.0,16367.0,4104.0,11411.0,25964.0,12243.0,32714.0
515,2017,7,Maharashtra,Latur,15798.0,5377.0,15798.0,5626.0,15525.0,36700.0,14736.0,36160.0
516,2016,7,Maharashtra,Gadchiroli,13032.0,494.0,3223.0,81.0,3953.0,17479.0,2193.0,5497.0
516,2017,7,Maharashtra,Gadchiroli,13533.0,1073.0,2836.0,341.0,4087.0,18693.0,1926.0,5103.0
517,2016,7,Maharashtra,Sindhudurg,3663.0,909.0,852.0,368.0,980.0,5552.0,501.0,1721.0
517,2017,7,Maharashtra,Sindhudurg,3972.0,993.0,583.0,154.0,1228.0,6193.0,303.0,1040.0
518,2016,3,Gujarat,Gandhinagar,10156.0,767.0,13803.0,2159.0,2107.0,13030.0,2708.0,18670.0
518,2017,3,Gujarat,Gandhinagar,12615.0,920.0,14697.0,1705.0,2205.0,15740.0,3638.0,20040.0
519,2016,10,Rajasthan,Dholpur,8514.0,94.0,14946.0,18.0,2558.0,11166.0,2254.0,17218.0
519,2017,10,Rajasthan,Dholpur,9161.0,132.0,10537.0,59.0,4509.0,13802.0,1516.0,12112.0
520,2016,20,Telangana,Rangareddy,50991.0,8702.0,27167.0,8113.0,27518.0,87211.0,18371.0,53651.0
520,2017,20,Telangana,Rangareddy,19252.0,11049.0,12629.0,5725.0,10203.0,40504.0,6570.0,24924.0
521,2016,11,Tamil Nadu,Thiruvannamalai,12009.0,3315.0,14215.0,4086.0,4637.0,19961.0,5424.0,23725.0
521,2017,11,Tamil Nadu,Thiruvannamalai,5085.0,2919.0,28100.0,7291.0,2289.0,10293.0,9000.0,44391.0
523,2016,4,Haryana,Yamunanagar,30966.0,2706.0,38965.0,3498.0,8746.0,42418.0,9745.0,52208.0
523,2017,4,Haryana,Yamunanagar,34952.0,2088.0,31165.0,1561.0,6237.0,43277.0,6877.0,39603.0
524,2016,4,Haryana,Kaithal,29956.0,885.0,35549.0,328.0,7032.0,37873.0,5569.0,41446.0
524,2017,4,Haryana,Kaithal,34873.0,1106.0,38727.0,304.0,5381.0,41360.0,6821.0,45852.0
525,2016,4,Haryana,Panipat,20986.0,388.0,19660.0,213.0,4543.0,25917.0,3897.0,23770.0
525,2017,4,Haryana,Panipat,20789.0,686.0,22024.0,436.0,4100.0,25575.0,3288.0,25748.0
526,2016,4,Haryana,Rewari,12288.0,313.0,17527.0,696.0,6599.0,19200.0,5345.0,23568.0
526,2017,4,Haryana,Rewari,10463.0,595.0,18186.0,507.0,5716.0,16774.0,5006.0,23699.0
527,2016,16,Uttarakhand,Haridwar,15996.0,2389.0,12563.0,239.0,5334.0,23719.0,4778.0,17580.0
527,2017,16,Uttarakhand,Haridwar,14048.0,773.0,13828.0,635.0,2685.0,17506.0,5149.0,19612.0
528,2016,12,Uttar Pradesh,Firozabad,10292.0,957.0,18147.0,1347.0,3490.0,14739.0,7827.0,27321.0
528,2017,12,Uttar Pradesh,Firozabad,33842.0,1386.0,27188.0,1724.0,7196.0,42424.0,17791.0,46703.0
529,2016,12,Uttar Pradesh,Sonbhadra,9091.0,846.0,11088.0,823.0,3083.0,13020.0,4782.0,16693.0
529,2017,12,Uttar Pradesh,Sonbhadra,27701.0,789.0,6294.0,476.0,5802.0,34292.0,4455.0,11225.0
530,2016,12,Uttar Pradesh,Mau,9411.0,875.0,11797.0,875.0,3191.0,13477.0,5088.0,17760.0
530,2017,12,Uttar Pradesh,Mau,18956.0,1266.0,18853.0,1307.0,4263.0,24485.0,11029.0,31189.0
531,2016,12,Uttar Pradesh,Mahrajgani,18269.0,1699.0,19525.0,1449.0,6195.0,26163.0,8421.0,29395.0
531,2017,12,Uttar Pradesh,Mahrajgani,36370.0,2911.0,30609.0,2380.0,8330.0,47611.0,12078.0,45067.0
532,2016,12,Uttar Pradesh,Sidharthnagar,16971.0,1579.0,18487.0,1372.0,5754.0,24304.0,7973.0,27832.0
532,2017,12,Uttar Pradesh,Sidharthnagar,14811.0,3153.0,22082.0,1728.0,4207.0,22171.0,9070.0,32880.0
533,2016,12,Uttar Pradesh,Mahoba,11205.0,1042.0,22680.0,1683.0,3799.0,16046.0,9782.0,34145.0
533,2017,12,Uttar Pradesh,Mahoba,3261.0,110.0,5048.0,662.0,925.0,4296.0,5331.0,11041.0
536,2016,10,Rajasthan,Baran,18747.0,384.0,33557.0,245.0,8732.0,27863.0,11504.0,45306.0
536,2017,10,Rajasthan,Baran,13802.0,141.0,24785.0,174.0,5905.0,19848.0,10534.0,35493.0
537,2016,10,Rajasthan,Dausa,11165.0,216.0,14810.0,68.0,3908.0,15289.0,2531.0,17409.0
537,2017,10,Rajasthan,Dausa,10575.0,67.0,13034.0,254.0,3053.0,13695.0,3271.0,16559.0
538,2016,10,Rajasthan,Rajsamand,2824.0,32.0,4694.0,32.0,1878.0,4734.0,1474.0,6200.0
538,2017,10,Rajasthan,Rajsamand,1948.0,22.0,4648.0,81.0,580.0,2550.0,824.0,5553.0
539,2016,10,Rajasthan,Hanumangarh,13738.0,308.0,30451.0,198.0,9056.0,23102.0,7248.0,37897.0
539,2017,10,Rajasthan,Hanumangarh,24362.0,1560.0,37655.0,145.0,12185.0,38107.0,11591.0,49391.0
542,2016,11,Tamil Nadu,Nagapattinam,6949.0,903.0,11058.0,2155.0,2580.0,10432.0,2932.0,16145.0
542,2017,11,Tamil Nadu,Nagapattinam,6326.0,1452.0,11347.0,2821.0,1278.0,9056.0,3816.0,17984.0
543,2016,11,Tamil Nadu,Villupuram,21755.0,5149.0,24943.0,7174.0,9094.0,35998.0,7793.0,39910.0
543,2017,11,Tamil Nadu,Villupuram,11676.0,4503.0,40164.0,10880.0,4285.0,20464.0,14052.0,65096.0
545,2016,9,Punjab,Mansa,28234.0,3195.0,29014.0,2420.3503341276896,3990.0,35418.0,4671.0,33685.0
545,2017,9,Punjab,Mansa,27958.0,3112.0,25438.0,670.0,3242.0,34312.0,1875.0,27983.0
546,2016,9,Punjab,Fatehgarh Sahib,15946.0,1991.0,19580.0,2420.3503341276896,4458.0,22394.0,8405.0,27985.0
546,2017,9,Punjab,Fatehgarh Sahib,15670.0,1908.0,16005.0,681.0,3710.0,21288.0,5609.0,22295.0
547,2016,12,Uttar Pradesh,Kanpur Nagar,9918.0,923.0,17618.0,1307.0,3363.0,14204.0,7598.0,26523.0
547,2017,12,Uttar Pradesh,Kanpur Nagar,38034.0,1773.0,39698.0,2180.0,8114.0,47921.0,19381.0,61259.0
548,2016,12,Uttar Pradesh,Kanpur Dehat,11320.0,1053.0,19882.0,1475.0,3839.0,16212.0,8575.0,29932.0
548,2017,12,Uttar Pradesh,Kanpur Dehat,16131.0,1657.0,80786.0,2110.0,3880.0,21668.0,13755.0,96651.0
549,2016,5,Karnataka,Bangalore(Rural),6305.0,800.0,3515.0,883.0,4582.0,11687.0,3175.0,7573.0
549,2017,5,Karnataka,Bangalore(Rural),6261.0,954.0,3970.0,959.0,4145.0,11360.0,3090.0,8019.0
550,2016,5,Karnataka,Bangalore(Urban),7945.0,1261.0,5575.0,1115.0,4224.0,13430.0,3191.0,9881.0
550,2017,5,Karnataka,Bangalore(Urban),7151.0,1390.0,6371.0,1311.0,3206.0,11747.0,3672.0,11354.0
601,2016,17,Assam,Cachar,2861.0,680.0,3663.0,1013.0,533.0,4074.0,1065.0,5741.0
601,2017,17,Assam,Cachar,2914.0,893.0,3749.0,1020.0,918.0,4725.0,1211.0,5980.0
602,2016,17,Assam,Darrang,2733.0,649.0,3500.0,968.0,509.0,3891.0,1018.0,5486.0
602,2017,17,Assam,Darrang,2784.0,853.0,3581.0,974.0,877.0,4514.0,1157.0,5712.0
603,2016,17,Assam,Dibrugarh,3534.0,840.0,4525.0,1252.0,658.0,5032.0,1316.0,7093.0
603,2017,17,Assam,Dibrugarh,3600.0,1103.0,4631.0,1260.0,1134.0,5837.0,1496.0,7387.0
604,2016,17,Assam,Goalpara,2679.0,637.0,3431.0,949.0,500.0,3816.0,998.0,5378.0
604,2017,17,Assam,Goalpara,2729.0,836.0,3510.0,955.0,860.0,4425.0,1134.0,5599.0
605,2016,17,Assam,Kamrup,3399.0,808.0,4353.0,1204.0,634.0,4841.0,1266.0,6823.0
605,2017,17,Assam,Kamrup,3463.0,1061.0,4454.0,1212.0,1091.0,5615.0,1439.0,7105.0
606,2016,17,Assam,Karbi Anglong,1385.0,329.0,1774.0,491.0,258.0,1972.0,516.0,2781.0
606,2017,17,Assam,Karbi Anglong,1411.0,432.0,1815.0,494.0,445.0,2288.0,587.0,2896.0
607,2016,17,Assam,Lakhimpur,2793.0,664.0,3577.0,990.0,520.0,3977.0,1040.0,5607.0
607,2017,17,Assam,Lakhimpur,2846.0,872.0,3660.0,996.0,896.0,4614.0,1183.0,5839.0
608,2016,17,Assam,North Cachar Hil,1582.0,376.0,2026.0,560.0,294.0,2252.0,589.0,3175.0
608,2017,17,Assam,North Cachar Hil,1612.0,494.0,2073.0,564.0,508.0,2614.0,670.0,3307.0
609,2016,17,Assam,Nagaon,3534.0,840.0,4525.0,1252.0,659.0,5033.0,1313.0,7090.0
609,2017,17,Assam,Nagaon,3600.0,1103.0,4631.0,1260.0,1134.0,5837.0,1496.0,7387.0
610,2016,17,Assam,Sibsagar,1582.0,376.0,2026.0,560.0,294.0,2252.0,589.0,3175.0
610,2017,17,Assam,Sibsagar,1612.0,494.0,2073.0,564.0,508.0,2614.0,670.0,3307.0
615,2016,17,Assam,Barpeta,3157.0,750.0,4042.0,1118.0,588.0,4495.0,1176.0,6336.0
615,2017,17,Assam,Barpeta,3216.0,985.0,4136.0,1125.0,1013.0,5214.0,1336.0,6597.0
616,2016,17,Assam,Dhubri,3870.0,920.0,4956.0,1371.0,721.0,5511.0,1441.0,7768.0
616,2017,17,Assam,Dhubri,3943.0,1208.0,5072.0,1380.0,1242.0,6393.0,1639.0,8091.0
617,2016,17,Assam,Golaghat,1784.0,424.0,2284.0,632.0,332.0,2540.0,664.0,3580.0
617,2017,17,Assam,Golaghat,1817.0,557.0,2337.0,636.0,572.0,2946.0,755.0,3728.0
618,2016,17,Assam,Jorhat,2589.0,615.0,3316.0,917.0,482.0,3686.0,964.0,5197.0
618,2017,17,Assam,Jorhat,2638.0,808.0,3393.0,923.0,831.0,4277.0,1096.0,5412.0
619,2016,17,Assam,Karimganj,2591.0,616.0,3319.0,918.0,482.0,3689.0,965.0,5202.0
619,2017,17,Assam,Karimganj,2640.0,809.0,3396.0,924.0,832.0,4281.0,1097.0,5417.0
620,2016,17,Assam,Kokrajhar,2696.0,640.0,3452.0,955.0,502.0,3838.0,1004.0,5411.0
620,2017,17,Assam,Kokrajhar,2746.0,841.0,3532.0,961.0,865.0,4452.0,1141.0,5634.0
621,2016,17,Assam,Nalbari,3265.0,776.0,4180.0,1156.0,608.0,4649.0,1216.0,6552.0
621,2017,17,Assam,Nalbari,3326.0,1019.0,4278.0,1164.0,1048.0,5393.0,1382.0,6824.0
622,2016,17,Assam,Sonitpur,3130.0,744.0,4008.0,1109.0,583.0,4457.0,1166.0,6283.0
622,2017,17,Assam,Sonitpur,3189.0,977.0,4101.0,1116.0,1004.0,5170.0,1325.0,6542.0
626,2016,18,Himachal Pradesh,Bilashpur,1097.0,24.0,632.0,38.0,48.0,1169.0,69.0,739.0
626,2017,18,Himachal Pradesh,Bilashpur,1187.0,5.0,728.0,40.0,11.0,1203.0,96.0,864.0
627,2016,18,Himachal Pradesh,Chamba,854.0,9.0,269.0,55.0,20.0,883.0,83.0,407.0
627,2017,18,Himachal Pradesh,Chamba,885.0,11.0,249.0,52.0,20.0,916.0,68.0,369.0
628,2016,18,Himachal Pradesh,Hamirpur,1407.0,13.0,543.0,49.0,24.0,1444.0,94.0,686.0
628,2017,18,Himachal Pradesh,Hamirpur,1530.0,42.0,538.0,55.0,85.0,1657.0,101.0,694.0
629,2016,18,Himachal Pradesh,Kangra,2460.0,195.0,3450.0,525.0,448.0,3103.0,1075.0,5050.0
629,2017,18,Himachal Pradesh,Kangra,2650.0,197.0,3648.0,553.0,390.0,3237.0,1088.0,5289.0
630,2016,18,Himachal Pradesh,Kinnaur,30.0,13.0,80.0,83.0,18.0,61.0,63.0,226.0
630,2017,18,Himachal Pradesh,Kinnaur,25.0,8.0,86.0,81.0,14.0,47.0,50.0,217.0
631,2016,18,Himachal Pradesh,Kullu,1025.0,280.0,1645.0,1519.0,416.0,1721.0,1058.0,4222.0
631,2017,18,Himachal Pradesh,Kullu,1039.0,183.0,1747.0,1699.0,292.0,1514.0,1092.0,4538.0
632,2016,18,Himachal Pradesh,Lahul & Spiti,130.0,100.0,65.0,35.0,145.0,375.0,45.0,145.0
632,2017,18,Himachal Pradesh,Lahul & Spiti,72.0,42.0,110.0,67.0,81.0,195.0,102.0,279.0
633,2016,18,Himachal Pradesh,Solan,1469.0,187.0,967.0,139.0,387.0,2043.0,258.0,1364.0
633,2017,18,Himachal Pradesh,Solan,1412.0,61.0,1017.0,192.0,109.0,1582.0,365.0,1574.0
634,2016,18,Himachal Pradesh,Mandi,2236.0,172.0,2154.0,682.0,325.0,2733.0,853.0,3689.0
634,2017,18,Himachal Pradesh,Mandi,2227.0,152.0,2151.0,740.0,293.0,2672.0,859.0,3750.0
635,2016,18,Himachal Pradesh,Shimla,1818.0,574.0,3698.0,5523.0,462.0,2854.0,2580.0,11801.0
635,2017,18,Himachal Pradesh,Shimla,1923.0,450.0,4188.0,5601.0,343.0,2716.0,2545.0,12334.0
636,2016,18,Himachal Pradesh,Sirmaur,1832.0,163.0,1419.0,232.0,331.0,2326.0,381.0,2032.0
636,2017,18,Himachal Pradesh,Sirmaur,1796.0,83.0,1579.0,304.0,162.0,2041.0,503.0,2386.0
637,2016,18,Himachal Pradesh,Una,2389.0,288.0,2890.0,384.0,675.0,3352.0,793.0,4067.0
637,2017,18,Himachal Pradesh,Una,2492.0,299.0,3321.0,263.0,585.0,3376.0,517.0,4101.0
651,2016,19,Kerala,Alappuzha,1370.0,1060.0,2662.0,1810.0,817.0,3247.0,1446.0,5918.0
651,2017,19,Kerala,Alappuzha,3892.0,1061.0,5855.0,1568.0,812.0,5765.0,1775.0,9198.0
652,2016,19,Kerala,Kannur,2102.0,2050.0,1797.0,1608.0,1264.0,5416.0,1155.0,4560.0
652,2017,19,Kerala,Kannur,2101.0,2050.0,3029.0,1956.0,1240.0,5391.0,1229.0,6214.0
653,2016,19,Kerala,Eranakulam,6683.0,3527.0,6130.0,2954.0,3791.0,14001.0,2818.0,11902.0
653,2017,19,Kerala,Eranakulam,8640.0,3526.0,6818.0,3268.0,3581.0,15747.0,2349.0,12435.0
654,2016,19,Kerala,Idukki,4096.0,4589.0,2749.0,3162.0,2482.0,11167.0,2748.0,8659.0
654,2017,19,Kerala,Idukki,10052.0,4590.0,5989.0,3420.0,2442.0,17084.0,2339.0,11748.0
655,2016,19,Kerala,Kottayam,4402.0,3275.0,3521.0,3458.0,3073.0,10750.0,2319.0,9298.0
655,2017,19,Kerala,Kottayam,6157.0,3276.0,6716.0,3088.0,2942.0,12375.0,2320.0,12124.0
656,2016,19,Kerala,Kozhikode,2607.0,1641.0,2853.0,1665.0,1571.0,5819.0,1036.0,5554.0
656,2017,19,Kerala,Kozhikode,2606.0,1641.0,2044.0,1608.0,1487.0,5734.0,780.0,4432.0
657,2016,19,Kerala,Malappuram,2910.0,2903.0,2503.0,1966.0,1930.0,7743.0,1141.0,5610.0
657,2017,19,Kerala,Malappuram,4499.0,2903.0,4629.0,2601.0,1883.0,9285.0,1498.0,8728.0
658,2016,19,Kerala,Palakkad,6947.0,3658.0,4838.0,2105.0,2811.0,13416.0,1423.0,8366.0
658,2017,19,Kerala,Palakkad,19531.0,3665.0,8645.0,3052.0,2795.0,25991.0,2476.0,14173.0
659,2016,19,Kerala,Kollam,1859.0,1756.0,1109.0,1084.0,1404.0,5019.0,821.0,3014.0
659,2017,19,Kerala,Kollam,1859.0,1752.0,1371.0,789.0,1314.0,4925.0,530.0,2690.0
660,2016,19,Kerala,Thrissur,2354.0,2012.0,3643.0,2820.0,1446.0,5812.0,1567.0,8030.0
660,2017,19,Kerala,Thrissur,5515.0,2012.0,6997.0,2520.0,1428.0,8955.0,1629.0,11146.0
661,2016,19,Kerala,Thiruvananthapuram,1288.0,462.0,1053.0,494.0,857.0,2607.0,605.0,2152.0
661,2017,19,Kerala,Thiruvananthapuram,3695.0,464.0,2805.0,345.0,849.0,5008.0,590.0,3740.0
662,2016,19,Kerala,Kasaragod,589.0,626.0,481.0,606.0,488.0,1703.0,413.0,1500.0
662,2017,19,Kerala,Kasaragod,580.0,626.0,3449.0,954.0,484.0,1690.0,563.0,4966.0
663,2016,19,Kerala,Pathanamthitta,1509.0,1005.0,925.0,658.0,963.0,3477.0,574.0,2157.0
663,2017,19,Kerala,Pathanamthitta,1754.0,1005.0,1523.0,670.0,939.0,3698.0,776.0,2969.0
664,2016,19,Kerala,Wayanad,2854.0,2442.0,2746.0,3248.0,1365.0,6661.0,864.0,6858.0
664,2017,19,Kerala,Wayanad,2853.0,2443.0,4609.0,3622.0,1328.0,6624.0,916.0,9147.0
701,2016,8,Orissa,Balasore,15291.0,3660.0,10923.0,3610.0,8015.0,26966.0,6374.0,20907.0
701,2017,8,Orissa,Balasore,13535.0,5346.0,7294.0,2004.0,7796.0,26677.0,3981.0,13279.0
702,2016,8,Orissa,Bolangir,11259.0,3799.0,3778.0,1810.0,6427.0,21485.0,3121.0,8709.0
702,2017,8,Orissa,Bolangir,13548.0,2410.0,2643.0,530.0,4401.0,20359.0,869.0,4042.0
703,2016,8,Orissa,Cuttack,9454.0,1469.0,5688.0,665.0,1889.0,12812.0,1667.0,8020.0
703,2017,8,Orissa,Cuttack,9188.0,1394.0,3476.0,500.0,2046.0,12628.0,1263.0,5239.0
704,2016,8,Orissa,Dhenkanal,3807.0,721.0,580.0,129.0,1764.0,6292.0,585.0,1294.0
704,2017,8,Orissa,Dhenkanal,2885.0,602.0,536.0,197.0,1194.0,4681.0,343.0,1076.0
705,2016,8,Orissa,Ganjam,19806.0,2098.0,6528.0,938.0,3081.0,24985.0,1152.0,8618.0
705,2017,8,Orissa,Ganjam,21582.0,2720.0,4546.0,1106.0,4793.0,29095.0,1422.0,7074.0
706,2016,8,Orissa,Kalahandi,13583.0,2065.0,5290.0,1391.0,4530.0,20178.0,2799.0,9480.0
706,2017,8,Orissa,Kalahandi,17267.0,3246.0,3172.0,1253.0,6949.0,27462.0,1815.0,6240.0
707,2016,8,Orissa,Keonjhar,6741.0,913.0,953.0,151.0,2085.0,9739.0,1223.0,2327.0
707,2017,8,Orissa,Keonjhar,8026.0,1263.0,1159.0,462.0,3126.0,12415.0,575.0,2196.0
708,2016,8,Orissa,Koraput,7950.0,2346.0,2948.0,956.0,3218.0,13514.0,1727.0,5631.0
708,2017,8,Orissa,Koraput,8614.0,2394.0,492.0,124.0,3947.0,14955.0,286.0,902.0
709,2016,8,Orissa,Mayurbhanja,12914.0,1536.0,2097.0,458.0,3276.0,17726.0,1723.0,4278.0
709,2017,8,Orissa,Mayurbhanja,12204.0,2304.0,1030.0,102.0,4573.0,19081.0,293.0,1425.0
710,2016,8,Orissa,Phulbani(Kandhamal),1240.0,228.0,442.0,152.0,591.0,2059.0,492.0,1086.0
710,2017,8,Orissa,Phulbani(Kandhamal),653.0,204.0,668.0,112.0,448.0,1305.0,228.0,1008.0
711,2016,8,Orissa,Puri,6144.0,1817.0,3663.0,1031.0,1757.0,9718.0,2166.0,6860.0
711,2017,8,Orissa,Puri,6478.0,2279.0,3404.0,1064.0,1970.0,10727.0,1884.0,6352.0
712,2016,8,Orissa,Sambalpur,11537.0,2152.0,4693.0,1242.0,5777.0,19466.0,2760.0,8695.0
712,2017,8,Orissa,Sambalpur,14719.0,3164.0,5103.0,1159.0,6366.0,24249.0,2437.0,8699.0
713,2016,8,Orissa,Sundargarh,10586.0,1411.0,1089.0,191.0,11386.0,23383.0,483.0,1763.0
713,2017,8,Orissa,Sundargarh,10492.0,1646.0,918.0,135.0,12045.0,24183.0,549.0,1602.0
714,2016,8,Orissa,Bhadrak,10745.0,2002.0,1943.0,546.0,3531.0,16278.0,1441.0,3930.0
714,2017,8,Orissa,Bhadrak,9611.0,2911.0,895.0,402.0,6237.0,18759.0,596.0,1893.0
716,2016,8,Orissa,Jagatsinghapur,5174.0,1092.0,2314.0,868.0,2653.0,8919.0,1646.0,4828.0
716,2017,8,Orissa,Jagatsinghapur,4709.0,1652.0,1401.0,373.0,2950.0,9311.0,959.0,2733.0
717,2016,8,Orissa,Jajapur,6990.0,1458.0,2602.0,1047.0,2378.0,10826.0,1549.0,5198.0
717,2017,8,Orissa,Jajapur,9062.0,2681.0,1949.0,832.0,3742.0,15485.0,1154.0,3935.0
