Dist Code,Year,State Code,State Name,Dist Name,RICE IRRIGATED AREA (1000 ha),WHEAT IRRIGATED AREA (1000 ha),KHARIF SORGHUM IRRIGATED AREA (1000 ha),RABI SORGHUM IRRIGATED AREA (1000 ha),SORGHUM IRRIGATED AREA (1000 ha),PEARL MILLET IRRIGATED AREA (1000 ha),MAIZE IRRIGATED AREA (1000 ha),FINGER MILLET IRRIGATED AREA (1000 ha),BARLEY IRRIGATED AREA (1000 ha),CHICKPEA IRRIGATED AREA (1000 ha),PIGEONPEA IRRIGATED AREA (1000 ha),MINOR PULSES IRRIGATED AREA (1000 ha),PULSES IRRIGATED AREA (1000 ha),GROUNDNUT IRRIGATED AREA (1000 ha),SESAMUM IRRIGATED AREA (1000 ha),LINSEED IRRIGATED AREA (1000 ha),SUGARCANE IRRIGATED AREA (1000 ha),COTTON IRRIGATED AREA (1000 ha),FRUITS AND VEGETABLES IRRIGATED AREA (1000 ha),FODDER IRRIGATED AREA (1000 ha)
542,2016,11,Tamil Nadu,Nagapattinam,153.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,1.06,3.06,1.2,0.001
542,2017,11,Tamil Nadu,Nagapattinam,152.076,0.0,0.0,0.0,0.0,0.013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.089,0.0,0.0,0.016,0.0,0.016,0.016
543,2016,11,Tamil Nadu,Villupuram,94.5,0.0,0.2,0.09,0.3,0.92,11.5,0.96,0.0,0.0,0.02,23.14,23.15,11.08,1.75,0.0,60.33,4.02,11.36,0.5
543,2017,11,Tamil Nadu,Villupuram,161.909,1.116,0.184,1.3,1.956,15.615,1.761,0.0,0.0,0.022,0.011,0.033,0.0,182.574,0.0,0.038,0.631,21.462,22.093,22.131
545,2016,9,Punjab,Mansa,103.03,170.81,0.0,0.0,0.0,0.5,0.04,0.0,0.44,0.07,0.13,0.23,0.43,0.03,0.02,0.0,0.03,62.43,2.37,17.659
545,2017,9,Punjab,Mansa,107.19,172.01,0.0,0.0,0.0,0.42,0.04,0.0,0.44,0.05,0.04,0.12,0.21,0.01,0.02,0.0,0.03,60.1,2.27,17.458
546,2016,9,Punjab,Fatehgarh Sahib,86.35,83.78,0.0,0.0,0.0,0.0,0.4,0.0,0.28,0.0,0.02,0.04,0.06,0.0,0.0,0.0,2.58,0.0,5.86,11.174
546,2017,9,Punjab,Fatehgarh Sahib,86.33,84.52,0.0,0.0,0.0,0.02,0.38,0.0,0.3,0.01,0.01,0.05,0.07,0.0,0.0,0.0,3.03,0.0,4.81,6.257
547,2016,12,Uttar Pradesh,Kanpur Nagar,34.98,99.34,0.13,0.0,0.13,0.14,2.92,0.0,0.64,0.96,0.1,3.06,4.13,0.02,0.06,0.0,3.39,0.0,20.22,0.0
547,2017,12,Uttar Pradesh,Kanpur Nagar,34.639,99.446,0.131,0.0,0.131,0.138,3.098,0.0,0.638,0.965,0.1,3.197,4.262,0.024,0.062,0.0,3.386,0.001,20.301,3.094
548,2016,12,Uttar Pradesh,Kanpur Dehat,51.63,132.63,1.3,0.0,1.3,2.76,3.71,0.0,1.75,1.53,0.58,5.13,7.24,0.03,0.14,0.0,1.77,0.0,9.28,0.0
548,2017,12,Uttar Pradesh,Kanpur Dehat,51.956,122.168,1.287,0.0,1.287,2.771,3.526,0.0,1.511,1.517,0.58,5.166,7.263,0.032,0.136,0.001,1.783,0.0,9.16,3.622
549,2016,5,Karnataka,Bangalore(Rural),0.58,0.0,0.0,0.0,0.0,0.0,1.34,0.78,0.0,0.01,0.12,0.12,0.25,0.02,0.0,0.0,0.04,0.0,9.52,1.04
549,2017,5,Karnataka,Bangalore(Rural),0.67,0.0,0.0,0.0,0.0,0.0,1.23,0.69,0.0,0.01,0.09,0.1,0.2,0.02,0.0,0.0,0.05,0.0,8.79,0.808
550,2016,5,Karnataka,Bangalore(Urban),0.33,0.0,0.0,0.0,0.0,0.0,0.72,0.47,0.0,0.0,0.25,0.17,0.42,0.01,0.01,0.0,0.01,0.0,5.8,0.688
550,2017,5,Karnataka,Bangalore(Urban),0.27,0.0,0.0,0.0,0.0,0.0,0.28,0.33,0.0,0.0,0.09,0.11,0.19,0.01,0.0,0.0,0.0,0.0,5.99,0.423
601,2016,17,Assam,Cachar,3.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
601,2017,17,Assam,Cachar,3.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
602,2016,17,Assam,Darrang,17.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
602,2017,17,Assam,Darrang,17.68,0.0,0.0,0.0,0.0,0.0,1.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
603,2016,17,Assam,Dibrugarh,3.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
603,2017,17,Assam,Dibrugarh,2.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.02,0.0
604,2016,17,Assam,Goalpara,23.43,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
604,2017,17,Assam,Goalpara,22.75,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0
605,2016,17,Assam,Kamrup,8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
605,2017,17,Assam,Kamrup,11.18,0.26,0.0,0.12,0.12,0.0,0.0,0.0,0.0,0.01,0.01,0.54,0.55,0.0,0.0,0.0,0.05,0.0,1.24,0.0
606,2016,17,Assam,Karbi Anglong,27.83,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0
606,2017,17,Assam,Karbi Anglong,18.81,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,10.18,0.0
607,2016,17,Assam,Lakhimpur,24.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
607,2017,17,Assam,Lakhimpur,9.86,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.52,0.0
608,2016,17,Assam,North Cachar Hil,47.01976313276025,56.65204497035457,0.1080683886329922,0.3799574237125202,0.5046674108329201,1.9073150785567023,4.132510983763142,0.3079757120833313,0.8094260103953461,6.529436567757514,0.5356575902319936,3.2896311705700487,10.19107673706325,5.3981987760765175,0.2209658499351308,0.045850834082436766,7.5041996686820935,7.726752834214871,8.112705826170007,3.0313528880499003
608,2017,17,Assam,North Cachar Hil,1.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
609,2016,17,Assam,Nagaon,64.45,0.63,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,2.74,2.74,0.0,0.0,0.0,0.04,0.0,0.0,0.0
609,2017,17,Assam,Nagaon,57.79,1.27,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.06,0.08,3.2,3.34,0.01,0.06,0.26,0.04,0.0,1.39,0.0
610,2016,17,Assam,Sibsagar,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
610,2017,17,Assam,Sibsagar,30.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
615,2016,17,Assam,Barpeta,71.02,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
615,2017,17,Assam,Barpeta,56.13,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.06,1.39,1.45,0.0,0.18,0.02,0.0,0.0,4.61,0.0
616,2016,17,Assam,Dhubri,13.12,0.39,0.0,0.0,0.0,0.0,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
616,2017,17,Assam,Dhubri,12.96,0.37,0.0,0.0,0.0,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0
617,2016,17,Assam,Golaghat,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
617,2017,17,Assam,Golaghat,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
618,2016,17,Assam,Jorhat,3.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
618,2017,17,Assam,Jorhat,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.0,0.0,0.0,0.02,0.0,0.07,0.0
619,2016,17,Assam,Karimganj,1.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
619,2017,17,Assam,Karimganj,2.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0
620,2016,17,Assam,Kokrajhar,21.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
620,2017,17,Assam,Kokrajhar,18.53,0.27,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.03,0.0,0.0,0.03,0.0,0.0,0.0,0.04,0.0,0.45,0.0
621,2016,17,Assam,Nalbari,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
621,2017,17,Assam,Nalbari,47.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
622,2016,17,Assam,Sonitpur,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
622,2017,17,Assam,Sonitpur,5.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.85,0.0
626,2016,18,Himachal Pradesh,Bilashpur,0.38,3.58,0.0,0.0,0.0,0.0,2.62,0.0,0.032,0.002,0.002,0.013,0.017,0.0,0.0,0.0,0.0,0.0,0.105,0.0
626,2017,18,Himachal Pradesh,Bilashpur,0.57,0.0,0.0,0.0,0.0,3.178,0.0,2.956,0.04,0.0,0.0,0.0,0.0,6.744,0.002,0.0,0.001,0.0,0.001,0.003
627,2016,18,Himachal Pradesh,Chamba,2.04,2.85,0.0,0.0,0.0,0.0,0.81,0.0,0.374,0.0,0.049,0.037,0.086,0.0,0.0,0.0,0.0,0.0,0.21,0.016
627,2017,18,Himachal Pradesh,Chamba,2.108,0.0,0.0,0.0,0.0,0.864,0.0,2.418,0.366,0.342,0.0,0.342,0.0,6.098,0.0,0.02,0.045,0.0,0.045,0.065
628,2016,18,Himachal Pradesh,Hamirpur,0.65,1.74,0.0,0.0,0.0,0.0,0.97,0.0,0.003,0.001,0.0,0.049749287680564316,0.001,0.0,0.0,0.0,0.011,0.0,0.075,0.025
628,2017,18,Himachal Pradesh,Hamirpur,0.318,0.0,0.0,0.0,0.0,0.951,0.0,1.709,0.003,0.0,0.0,0.0,0.0,2.981,0.001,0.0,0.0,0.0,0.0,0.001
629,2016,18,Himachal Pradesh,Kangra,43.31,28.8,0.0,0.0,0.0,0.16,4.21,0.0,0.575,0.004,0.0,0.022,0.026,0.0,0.066,0.47,0.343,0.0,2.761,1.011
629,2017,18,Himachal Pradesh,Kangra,25.382,0.0,0.0,0.0,0.045,4.728,0.0,33.136,0.495,0.0,0.0,0.0,0.0,63.786,0.043,0.0,0.184,0.002,0.186,0.229
630,2016,18,Himachal Pradesh,Kinnaur,0.0,0.04,0.0,0.0,0.0,0.0,0.06,0.0,0.463,0.0,0.0,0.482,0.482,0.0,0.0,0.0,0.0,0.0,5.035,0.0
630,2017,18,Himachal Pradesh,Kinnaur,0.0,0.0,0.0,0.0,0.0,0.043,0.006,0.01,0.481,0.315,0.0,0.315,0.0,0.855,0.0,0.0,0.512,0.0,0.512,0.512
631,2016,18,Himachal Pradesh,Kullu,0.43,0.5,0.0,0.0,0.0,0.0,0.04,0.0,0.026,0.0,0.043,0.161,0.204,0.0,0.0,0.0,0.0,0.0,1.648,0.012
631,2017,18,Himachal Pradesh,Kullu,0.571,0.0,0.0,0.0,0.0,0.098,0.0,0.334,0.117,0.0,0.0,0.0,0.0,1.12,0.0,0.015,0.199,0.0,0.199,0.214
632,2016,18,Himachal Pradesh,Lahul & Spiti,0.0,0.07,0.0,0.0,0.0,0.0,0.01,0.0,0.43,0.0,0.0,0.043,0.043,0.0,0.0,0.0,0.0,0.0,2.731,0.0
632,2017,18,Himachal Pradesh,Lahul & Spiti,0.0,0.0,0.0,0.0,0.0,0.021,0.042,0.052,0.547,0.0,0.0,0.0,0.0,0.662,0.0,0.0,0.043,0.0,0.043,0.043
633,2016,18,Himachal Pradesh,Solan,3.86,13.78,0.0,0.0,0.0,0.0,10.71,0.01,0.295,0.023,0.0,0.95,0.973,0.0,0.0,0.0,0.0,0.0,1.82,0.124
633,2017,18,Himachal Pradesh,Solan,1.066,0.0,0.0,0.0,0.0,3.897,0.001,5.203,0.177,0.0,0.0,0.0,0.0,10.344,0.0,0.0,0.009,0.639,0.648,0.648
634,2016,18,Himachal Pradesh,Mandi,10.13,11.08,0.0,0.0,0.0,0.0,2.04,0.0,0.294,0.007,0.0,0.533,0.54,0.0,0.0,0.196,0.0,0.0,0.899,0.384
634,2017,18,Himachal Pradesh,Mandi,10.625,0.0,0.0,0.0,0.02,3.18,0.0,11.696,0.255,0.0,0.0,0.0,0.0,25.776,0.002,0.008,0.094,0.395,0.489,0.499
635,2016,18,Himachal Pradesh,Shimla,0.6,0.48,0.0,0.0,0.0,0.0,0.56,0.005,0.087,0.0,0.0,0.304,0.304,0.0,0.002,0.0,0.001,0.0,1.304,0.011
635,2017,18,Himachal Pradesh,Shimla,0.39,0.0,0.0,0.0,0.0,0.621,0.004,0.401,0.089,0.09,0.0,0.09,0.0,1.595,0.0,0.0,0.31,0.0,0.31,0.31
636,2016,18,Himachal Pradesh,Sirmaur,5.05,9.83,0.0,0.0,0.0,0.01,4.39,0.0,0.495,0.021,0.0,0.294,0.315,0.002,0.009,0.0,0.547,0.0,3.641,1.092
636,2017,18,Himachal Pradesh,Sirmaur,5.118,0.0,0.0,0.0,0.024,4.847,0.064,9.418,0.471,0.019,0.0,0.019,0.0,19.961,0.043,0.0,0.294,0.0,0.294,0.337
637,2016,18,Himachal Pradesh,Una,1.51,13.46,0.0,0.0,0.0,0.0,4.72,0.0,0.0,0.001,0.0,0.066,0.067,0.001,0.01,0.0,0.026,0.0,2.105,1.029
637,2017,18,Himachal Pradesh,Una,1.604,0.0,0.0,0.0,0.0,5.188,0.0,15.207,0.0,0.0,0.0,0.0,0.0,21.999,0.001,0.0,0.088,0.0,0.088,0.089
651,2016,19,Kerala,Alappuzha,32.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0
651,2017,19,Kerala,Alappuzha,32.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0
652,2016,19,Kerala,Kannur,1.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.0,0.0,0.0
652,2017,19,Kerala,Kannur,1.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.0,0.0,0.0
653,2016,19,Kerala,Eranakulam,3.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
653,2017,19,Kerala,Eranakulam,3.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
654,2016,19,Kerala,Idukki,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.829,0.0,0.0,0.0
654,2017,19,Kerala,Idukki,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.829,0.0,0.0,0.0
655,2016,19,Kerala,Kottayam,17.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008,0.0,0.0,0.0
655,2017,19,Kerala,Kottayam,17.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008,0.0,0.0,0.0
656,2016,19,Kerala,Kozhikode,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0
656,2017,19,Kerala,Kozhikode,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0
657,2016,19,Kerala,Malappuram,6.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
657,2017,19,Kerala,Malappuram,6.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
658,2016,19,Kerala,Palakkad,34.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.171,0.0,0.0,0.0
658,2017,19,Kerala,Palakkad,34.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.171,0.0,0.0,0.0
659,2016,19,Kerala,Kollam,0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
659,2017,19,Kerala,Kollam,0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
660,2016,19,Kerala,Thrissur,19.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
660,2017,19,Kerala,Thrissur,19.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
661,2016,19,Kerala,Thiruvananthapuram,1.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
661,2017,19,Kerala,Thiruvananthapuram,1.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
662,2016,19,Kerala,Kasaragod,1.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
662,2017,19,Kerala,Kasaragod,1.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
663,2016,19,Kerala,Pathanamthitta,2.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0
663,2017,19,Kerala,Pathanamthitta,2.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0
664,2016,19,Kerala,Wayanad,7.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
664,2017,19,Kerala,Wayanad,7.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
701,2016,8,Orissa,Balasore,130.36,0.08,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,12.51,12.51,10.9,0.38,0.0,0.13,0.0,0.0,0.0
701,2017,8,Orissa,Balasore,131.7,0.08,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,11.67,11.67,9.76,0.7,0.0,0.18,0.0,0.0,0.0
702,2016,8,Orissa,Bolangir,59.09,0.11,0.0,0.0,0.0,0.0,0.71,0.0,0.0,0.0,0.0,18.65,18.65,3.25,0.39,0.0,0.86,0.0,0.0,0.0
702,2017,8,Orissa,Bolangir,53.39,0.1,0.0,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.0,10.88,10.88,2.62,0.04,0.0,1.35,0.0,0.0,0.0
703,2016,8,Orissa,Cuttack,81.62,0.08,0.0,0.0,0.0,0.0,0.34,0.0,0.0,0.0,0.0,19.94,19.94,6.02,0.16,0.0,2.81,0.0,0.0,0.0
703,2017,8,Orissa,Cuttack,78.98,0.12,0.0,0.0,0.0,0.0,0.56,0.0,0.0,0.0,0.0,7.45,7.45,6.58,0.3,0.0,3.27,0.0,0.0,0.0
704,2016,8,Orissa,Dhenkanal,50.32,0.02,0.0,0.0,0.0,0.0,1.94,0.0,0.0,0.0,0.0,10.94,10.94,9.71,0.1,0.0,0.71,0.0,0.0,0.0
704,2017,8,Orissa,Dhenkanal,44.59,0.0,0.0,0.0,0.0,0.0,1.76,0.0,0.0,0.0,0.0,8.89,8.89,9.64,0.14,0.0,1.35,0.0,0.0,0.0
705,2016,8,Orissa,Ganjam,171.39,0.02,0.0,0.0,0.0,0.0,8.29,21.72,0.0,0.0,0.05,20.39,20.44,11.28,0.84,0.0,2.67,0.0,0.0,0.0
705,2017,8,Orissa,Ganjam,183.1,0.09,0.0,0.0,0.0,0.0,12.38,10.22,0.0,0.0,0.0,14.94,14.94,10.76,1.06,0.0,2.1,0.0,0.0,0.0
706,2016,8,Orissa,Kalahandi,161.65,0.02,0.0,0.0,0.0,0.0,1.16,0.0,0.0,0.0,0.0,0.01,0.01,11.59,0.0,0.0,1.41,0.0,0.0,0.0
706,2017,8,Orissa,Kalahandi,178.77,0.01,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,16.55,16.55,7.48,0.0,0.0,1.27,0.0,0.0,0.0
707,2016,8,Orissa,Keonjhar,75.8,0.29,0.0,0.0,0.0,0.0,2.23,0.0,0.0,0.0,0.0,8.07,8.07,1.5,0.0,0.0,0.09,0.0,0.0,0.0
707,2017,8,Orissa,Keonjhar,79.91,0.31,0.0,0.0,0.0,0.0,0.91,0.0,0.0,0.0,0.0,7.79,7.79,6.65,0.56,0.0,0.18,0.0,0.0,0.0
708,2016,8,Orissa,Koraput,83.96,0.06,0.0,0.0,0.0,0.0,6.67,1.55,0.0,0.0,0.0,5.47,5.47,0.51,0.0,0.0,7.72,0.0,0.0,0.0
708,2017,8,Orissa,Koraput,81.92,0.11,0.0,0.0,0.0,0.0,6.08,1.48,0.0,0.0,0.0,6.5,6.5,1.07,0.0,0.0,6.25,0.0,0.0,0.0
709,2016,8,Orissa,Mayurbhanja,113.71,0.31,0.0,0.0,0.0,0.0,1.66,0.0,0.0,0.0,0.0,6.83,6.83,5.71,0.5,0.0,0.0,0.0,0.0,0.0
709,2017,8,Orissa,Mayurbhanja,118.39,0.16,0.0,0.0,0.0,0.0,0.69,0.0,0.0,0.0,0.0,16.44,16.44,4.87,0.6,0.0,0.0,0.0,0.0,0.0
710,2016,8,Orissa,Phulbani(Kandhamal),17.65,0.01,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.15,0.15,0.02,0.0,0.0,0.0,0.0,0.0,0.0
710,2017,8,Orissa,Phulbani(Kandhamal),17.0,0.01,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.94,0.94,3.36,0.01,0.0,0.0,0.0,0.0,0.0
711,2016,8,Orissa,Puri,103.65,0.05,0.0,0.0,0.0,0.0,0.06,0.01,0.0,0.0,0.0,14.59,14.59,17.78,0.18,0.0,0.26,0.0,0.0,0.0
711,2017,8,Orissa,Puri,89.74,0.05,0.0,0.0,0.0,0.0,0.07,0.04,0.0,0.0,0.0,29.4,29.4,11.35,0.5,0.0,0.35,0.0,0.0,0.0
712,2016,8,Orissa,Sambalpur,72.24,0.1,0.0,0.0,0.0,0.0,0.42,0.0,0.0,0.0,0.0,2.29,2.29,0.6,1.56,0.0,0.04,0.0,0.0,0.0
712,2017,8,Orissa,Sambalpur,72.02,0.09,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,6.13,6.13,1.26,2.0,0.0,0.05,0.0,0.0,0.0
713,2016,8,Orissa,Sundargarh,48.58,1.02,0.0,0.0,0.0,0.0,1.88,0.0,0.0,0.0,0.0,11.07,11.07,0.94,6.88,0.0,0.07,0.0,0.0,0.0
713,2017,8,Orissa,Sundargarh,68.79,0.4,0.0,0.0,0.0,0.0,1.96,0.42,0.0,0.0,0.0,12.09,12.09,1.17,0.54,0.0,0.18,0.0,0.0,0.0
714,2016,8,Orissa,Bhadrak,106.67,0.01,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,9.0,9.0,0.65,0.32,0.0,0.13,0.0,0.0,0.0
714,2017,8,Orissa,Bhadrak,89.7,0.12,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,7.4,7.4,1.15,0.39,0.0,0.35,0.0,0.0,0.0
716,2016,8,Orissa,Jagatsinghapur,63.32,0.01,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,15.57,15.57,6.48,0.02,0.0,0.86,0.0,0.0,0.0
716,2017,8,Orissa,Jagatsinghapur,69.48,0.09,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,15.83,15.83,7.65,0.01,0.0,1.25,0.0,0.0,0.0
